,chunk,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,book,Query,Filename,ISBN13,Title,Author,PublishedDate,ImgURL,NumPages,AvgRtg,Description,BuyLink,Price,Currency,Book,TopEmotion1,TopEmotion2,TopEmotion3,Most Similar,2nd Most Similar,3rd Most Similar
1409,10,0.076837828,0.098633173,0.052087181,0.100480236,0.055781308,0.200221648,0.184336904,0.084226081,0.050609531,0.09678611,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1410,11,0.061956522,0.113405797,0.04384058,0.089855072,0.073188406,0.167028986,0.192391304,0.076086957,0.054710145,0.127536232,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1411,12,0.082999198,0.109863673,0.039294306,0.101042502,0.06776263,0.175220529,0.191259022,0.071772253,0.054530874,0.106255012,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1412,13,0.088540031,0.098273155,0.04678179,0.108634223,0.070015699,0.162637363,0.179905808,0.082574568,0.057142857,0.105494505,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1413,14,0.06956832,0.100606493,0.050660007,0.094541563,0.084195505,0.180877631,0.187656083,0.088119872,0.044238316,0.099536211,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1414,15,0.075949367,0.113924051,0.040972685,0.090939374,0.087608261,0.164223851,0.178214524,0.08727515,0.049300466,0.111592272,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1415,16,0.091743119,0.100535168,0.04969419,0.105122324,0.05733945,0.18616208,0.161697248,0.076834862,0.06116208,0.10970948,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1416,17,0.087181382,0.105652013,0.038418914,0.097155523,0.069080163,0.186922793,0.173623938,0.086442556,0.043221278,0.112301441,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1417,18,0.09553696,0.088912134,0.04567643,0.094490934,0.059623431,0.194211994,0.191073919,0.081241283,0.044979079,0.104253835,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1418,19,0.078510998,0.087648054,0.039593909,0.108291032,0.070389171,0.169881557,0.2,0.070389171,0.044670051,0.130626058,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1419,20,0.085329341,0.083458084,0.045284431,0.106661677,0.054640719,0.167664671,0.210329341,0.07747006,0.034056886,0.13510479,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1420,1,0.073666384,0.098221846,0.048264183,0.077053345,0.078746825,0.15834039,0.212531753,0.084674005,0.040643522,0.127857748,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah.txt,"{'type': 'ISBN_10', 'identifier': '0441015611'}",Dune Messiah,Frank Herbert,2008,http://books.google.com/books/content?id=RHIiCLH6n3gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,276,3.5,"The sisterhood of the Bene Gesserit plots to seize control of the galaxy-wide empire of their supernatural leader, while on Arrakis, the Maud'dib, the heir to an unimaginable power, confronts new challenges.",,,,Dune 2 - Dune Messiah,trust,fear,anticipation,Dune 1 - Dune,Dune 3 - Children of Dune,Eldest - Christopher Paolini
1421,2,0.072299652,0.074912892,0.06097561,0.096689895,0.074912892,0.178571429,0.195993031,0.087108014,0.047038328,0.111498258,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah.txt,"{'type': 'ISBN_10', 'identifier': '0441015611'}",Dune Messiah,Frank Herbert,2008,http://books.google.com/books/content?id=RHIiCLH6n3gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,276,3.5,"The sisterhood of the Bene Gesserit plots to seize control of the galaxy-wide empire of their supernatural leader, while on Arrakis, the Maud'dib, the heir to an unimaginable power, confronts new challenges.",,,,Dune 2 - Dune Messiah,trust,fear,anticipation,Dune 1 - Dune,Dune 3 - Children of Dune,Eldest - Christopher Paolini
1422,3,0.087565674,0.114711033,0.056042032,0.094570928,0.07530648,0.172504378,0.185639229,0.07267951,0.035901926,0.105078809,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah.txt,"{'type': 'ISBN_10', 'identifier': '0441015611'}",Dune Messiah,Frank Herbert,2008,http://books.google.com/books/content?id=RHIiCLH6n3gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,276,3.5,"The sisterhood of the Bene Gesserit plots to seize control of the galaxy-wide empire of their supernatural leader, while on Arrakis, the Maud'dib, the heir to an unimaginable power, confronts new challenges.",,,,Dune 2 - Dune Messiah,trust,fear,anticipation,Dune 1 - Dune,Dune 3 - Children of Dune,Eldest - Christopher Paolini
1423,4,0.077479339,0.098140496,0.036157025,0.084710744,0.09607438,0.137396694,0.217975207,0.083677686,0.056818182,0.111570248,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah.txt,"{'type': 'ISBN_10', 'identifier': '0441015611'}",Dune Messiah,Frank Herbert,2008,http://books.google.com/books/content?id=RHIiCLH6n3gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,276,3.5,"The sisterhood of the Bene Gesserit plots to seize control of the galaxy-wide empire of their supernatural leader, while on Arrakis, the Maud'dib, the heir to an unimaginable power, confronts new challenges.",,,,Dune 2 - Dune Messiah,trust,fear,anticipation,Dune 1 - Dune,Dune 3 - Children of Dune,Eldest - Christopher Paolini
1424,5,0.059534884,0.104186047,0.046511628,0.093953488,0.065116279,0.164651163,0.199069767,0.081860465,0.04372093,0.141395349,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah.txt,"{'type': 'ISBN_10', 'identifier': '0441015611'}",Dune Messiah,Frank Herbert,2008,http://books.google.com/books/content?id=RHIiCLH6n3gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,276,3.5,"The sisterhood of the Bene Gesserit plots to seize control of the galaxy-wide empire of their supernatural leader, while on Arrakis, the Maud'dib, the heir to an unimaginable power, confronts new challenges.",,,,Dune 2 - Dune Messiah,trust,fear,anticipation,Dune 1 - Dune,Dune 3 - Children of Dune,Eldest - Christopher Paolini
1425,6,0.059386973,0.100574713,0.059386973,0.100574713,0.057471264,0.161877395,0.210727969,0.069923372,0.051724138,0.12835249,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah.txt,"{'type': 'ISBN_10', 'identifier': '0441015611'}",Dune Messiah,Frank Herbert,2008,http://books.google.com/books/content?id=RHIiCLH6n3gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,276,3.5,"The sisterhood of the Bene Gesserit plots to seize control of the galaxy-wide empire of their supernatural leader, while on Arrakis, the Maud'dib, the heir to an unimaginable power, confronts new challenges.",,,,Dune 2 - Dune Messiah,trust,fear,anticipation,Dune 1 - Dune,Dune 3 - Children of Dune,Eldest - Christopher Paolini
1426,7,0.070359281,0.11751497,0.04491018,0.092065868,0.077844311,0.184131737,0.178892216,0.09505988,0.040419162,0.098802395,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah.txt,"{'type': 'ISBN_10', 'identifier': '0441015611'}",Dune Messiah,Frank Herbert,2008,http://books.google.com/books/content?id=RHIiCLH6n3gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,276,3.5,"The sisterhood of the Bene Gesserit plots to seize control of the galaxy-wide empire of their supernatural leader, while on Arrakis, the Maud'dib, the heir to an unimaginable power, confronts new challenges.",,,,Dune 2 - Dune Messiah,trust,fear,anticipation,Dune 1 - Dune,Dune 3 - Children of Dune,Eldest - Christopher Paolini
1427,8,0.087261785,0.09327984,0.04112337,0.121364092,0.047141424,0.205616851,0.166499498,0.071213641,0.043129388,0.12337011,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah.txt,"{'type': 'ISBN_10', 'identifier': '0441015611'}",Dune Messiah,Frank Herbert,2008,http://books.google.com/books/content?id=RHIiCLH6n3gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,276,3.5,"The sisterhood of the Bene Gesserit plots to seize control of the galaxy-wide empire of their supernatural leader, while on Arrakis, the Maud'dib, the heir to an unimaginable power, confronts new challenges.",,,,Dune 2 - Dune Messiah,trust,fear,anticipation,Dune 1 - Dune,Dune 3 - Children of Dune,Eldest - Christopher Paolini
1428,9,0.072763029,0.091445428,0.053097345,0.116027532,0.063913471,0.174041298,0.17699115,0.081612586,0.045231072,0.124877089,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah.txt,"{'type': 'ISBN_10', 'identifier': '0441015611'}",Dune Messiah,Frank Herbert,2008,http://books.google.com/books/content?id=RHIiCLH6n3gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,276,3.5,"The sisterhood of the Bene Gesserit plots to seize control of the galaxy-wide empire of their supernatural leader, while on Arrakis, the Maud'dib, the heir to an unimaginable power, confronts new challenges.",,,,Dune 2 - Dune Messiah,trust,fear,anticipation,Dune 1 - Dune,Dune 3 - Children of Dune,Eldest - Christopher Paolini
1429,10,0.072841727,0.09352518,0.047661871,0.09352518,0.071043165,0.178057554,0.205935252,0.071942446,0.04676259,0.118705036,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah,Dune 2 - Dune Messiah.txt,"{'type': 'ISBN_10', 'identifier': '0441015611'}",Dune Messiah,Frank Herbert,2008,http://books.google.com/books/content?id=RHIiCLH6n3gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,276,3.5,"The sisterhood of the Bene Gesserit plots to seize control of the galaxy-wide empire of their supernatural leader, while on Arrakis, the Maud'dib, the heir to an unimaginable power, confronts new challenges.",,,,Dune 2 - Dune Messiah,trust,fear,anticipation,Dune 1 - Dune,Dune 3 - Children of Dune,Eldest - Christopher Paolini
